ID,Gender,Location,Employment_Type,Work_Format,Company_Size,Experience_Level,Sector,Position,Average_Salary,J,L,Average_Salary_Numeric
138,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Iş Analisti,51.000-60.000 TL,71.000-90.000 TL,%11-%20,55500.0
139,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti,51.000-60.000 TL,20.000-30.000 TL,%11-%20,55500.0
140,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Analist,91.000-100.000 TL,91.000-110.000 TL,%11-%20,95500.0
141,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Marka Pazarlama Uzmanı,81.000-90.000 TL,150.000 TL ve üstü,%21-%35,85500.0
142,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti,81.000-90.000 TL,Ek gelirim yok,%11-%20,85500.0
143,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Business Intelligence Developer,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
144,Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Data Analyst,61.000-70.000 TL,91.000-110.000 TL,Almadım,65500.0
145,Kadın,Yurt dışı,Yarı zamanlı,Uzaktan,150-199,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Marketing Manager,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
146,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Service Delivery Specialist,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
147,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,İnsan Kaynakları Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
148,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Business Analyst,31.000-40.000 TL,Ek gelirim yok,%21-%35,35500.0
149,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Sr.Test Engineer,81.000-90.000 TL,71.000-90.000 TL,%21-%35,85500.0
150,Erkek,Türkiye,Tam zamanlı,Uzaktan,100-149,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Senior Data Scientist,101.000-120.000 TL,150.000 TL ve üstü,Almadım,110500.0
151,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Dijitalleşme Ve Yazılım Uzman Yardımcısı,21.000-30.000 TL,20.000-30.000 TL,%11-%20,25500.0
152,Kadın,Türkiye,Tam zamanlı,Hybrid,100-149,7-9 Yıl,Bilgi Teknolojileri ve Yazılım,Satış Destek Ve İş Geliştirme Kıdemli Uzmanı,41.000-50.000 TL,91.000-110.000 TL,%21-%35,45500.0
153,Kadın,Yurt dışı,Tam zamanlı,Hybrid,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Satış Ve Pazarlama Temsilcisi,10.000-20.000 TL,20.000-30.000 TL,Almadım,15000.0
154,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Sosyal Medya Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
155,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
156,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
157,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Software Qa Engineer,41.000-50.000 TL,111.000-150.000 TL,%11-%20,45500.0
158,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Ux Researcher,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
159,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Seo Analyst,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
160,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Flutter Developer,41.000-50.000 TL,20.000-30.000 TL,Almadım,45500.0
161,Erkek,Türkiye,Tam zamanlı,Ofiste,150-199,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Proje Yöneticisi,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
163,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti,61.000-70.000 TL,150.000 TL ve üstü,%21-%35,65500.0
164,Erkek,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Abap Yazılım Danışmanı,31.000-40.000 TL,Ek gelirim yok,%36-%50,35500.0
165,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Test Mühendisi,51.000-60.000 TL,150.000 TL ve üstü,%11-%20,55500.0
166,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Senior Customer Success Manager,61.000-70.000 TL,Ek gelirim yok,%21-%35,65500.0
167,Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Account Manager,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
168,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Bilgi Teknolojileri ve Yazılım,Avukat,71.000-80.000 TL,150.000 TL ve üstü,%11-%20,75500.0
169,Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti,51.000-60.000 TL,111.000-150.000 TL,%11-%20,55500.0
170,Kadın,Türkiye,Tam zamanlı,Hybrid,100-149,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Marketing Maneger,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
171,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Sales Specialist,51.000-60.000 TL,Ek gelirim yok,%5-%10,55500.0
172,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Sales Support Specialist,41.000-50.000 TL,20.000-30.000 TL,%5-%10,45500.0
173,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,7-9 Yıl,Bilgi Teknolojileri ve Yazılım,Ulusal Ve Uluslararası Proje Yöneticisi,61.000-70.000 TL,91.000-110.000 TL,Almadım,65500.0
174,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Pazarlama Uzmanı,41.000-50.000 TL,31.000-50.000 TL,Almadım,45500.0
175,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Data Analyst,71.000-80.000 TL,71.000-90.000 TL,%21-%35,75500.0
177,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Product Manager,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
178,Erkek,Türkiye,Tam zamanlı,Uzaktan,1-49,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Frontend Developer,71.000-80.000 TL,Ek gelirim yok,%21-%35,75500.0
179,Erkek,Türkiye,Tam zamanlı,Hybrid,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Technical Solution Engineer,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
180,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Front End Developer,31.000-40.000 TL,Ek gelirim yok,%21-%35,35500.0
181,Kadın,Türkiye,Yarı zamanlı,Uzaktan,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Elektrik Elektronik Mühendisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
182,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Siber Güvenlik Danışmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
183,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Satış Uzmanı,31.000-40.000 TL,20.000-30.000 TL,%11-%20,35500.0
184,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Kıdemli Sistem Mühendisi,61.000-70.000 TL,Ek gelirim yok,%5-%10,65500.0
185,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Dijital Pazarlama,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
186,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,7-9 Yıl,Bilgi Teknolojileri ve Yazılım,Kıdemli Iş Analisti,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
187,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Junior Full-Stack Developer,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
188,Erkek,Türkiye,Tam zamanlı,Uzaktan,1-49,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Ux/Ui Designer,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
189,Erkek,Türkiye,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Digital Marketing Specialist,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
190,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Frontend Developer,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
191,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Satış Destek Mühendisi,21.000-30.000 TL,31.000-50.000 TL,Almadım,25500.0
192,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Müşteri Deneyim Uzmanı,41.000-50.000 TL,20.000-30.000 TL,%5-%10,45500.0
193,Kadın,Türkiye,Tam zamanlı,Uzaktan,150-199,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Software Test Engineer,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
194,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,9-12 Yıl,Bilgi Teknolojileri ve Yazılım,Teknik Ürün Yöneticisi,101.000-120.000 TL,91.000-110.000 TL,Almadım,110500.0
195,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Frontend Developer,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
196,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,İnsan Kaynakları Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
197,Erkek,Türkiye,Tam zamanlı,Uzaktan,1-49,7-9 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Takım Lideri,101.000-120.000 TL,111.000-150.000 TL,Almadım,110500.0
198,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Veritabanı Ve Yazılım Uzmanı,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
199,Kadın,Yurt dışı,Yarı zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Search Engine Quality Improvement Specialist,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
200,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Pazarlama Stajyeri,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
201,Erkek,Türkiye,Tam zamanlı,Hybrid,100-149,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Mobil Uygulama Geliştirici,61.000-70.000 TL,Ek gelirim yok,%21-%35,65500.0
202,Erkek,Türkiye,Tam zamanlı,Hybrid,50-99,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Muhendisi,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
203,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Test Mühendisi,51.000-60.000 TL,91.000-110.000 TL,%21-%35,55500.0
204,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Marketing Assistant,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
205,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Sap Uzmanı,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
206,Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Sap Project Manager,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
207,Erkek,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Outreach Specialist,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
208,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Proje Ve Iş Geliştirme Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
209,Erkek,Türkiye,Yarı zamanlı,Ofiste,50-99,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Aö,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
210,Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Account Manager,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
211,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Software Developer,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
212,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Kıdemli Iş Analisti,71.000-80.000 TL,150.000 TL ve üstü,Almadım,75500.0
213,Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Kıdemli Danışman,61.000-70.000 TL,Ek gelirim yok,%21-%35,65500.0
214,Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Veri Analisti,91.000-100.000 TL,91.000-110.000 TL,%21-%35,95500.0
215,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Android Developer,21.000-30.000 TL,91.000-110.000 TL,Almadım,25500.0
216,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Key Account Manager,21.000-30.000 TL,71.000-90.000 TL,%11-%20,25500.0
217,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
218,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Satış Müdürü,81.000-90.000 TL,150.000 TL ve üstü,%21-%35,85500.0
219,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Senior Marketing Specialist,31.000-40.000 TL,31.000-50.000 TL,Almadım,35500.0
220,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Ve Destek,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
221,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti,81.000-90.000 TL,20.000-30.000 TL,%11-%20,85500.0
222,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Erp Lojistik Danışmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
223,Erkek,Türkiye,Tam zamanlı,Hybrid,1-49,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Teknik Proje Yöneticisi,71.000-80.000 TL,51.000-70.000 TL,Henuz belli degil,75500.0
224,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Product Manager,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
225,Belirtmek Istemiyorum,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Growth Speacialist,71.000-80.000 TL,150.000 TL ve üstü,Almadım,75500.0
226,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,İş Zekası Uzmanı,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
227,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Business Analyst,61.000-70.000 TL,150.000 TL ve üstü,%11-%20,65500.0
228,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,9-12 Yıl,Bilgi Teknolojileri ve Yazılım,Kidemli Yazılım Uzmanı,101.000-120.000 TL,Ek gelirim yok,Almadım,110500.0
229,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
230,Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Veri Mühendisi,41.000-50.000 TL,111.000-150.000 TL,Almadım,45500.0
231,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Veri Analizi,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
232,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Test Uzmanı,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
233,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Account Manager,31.000-40.000 TL,111.000-150.000 TL,Almadım,35500.0
234,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Uzman Yardımcısı,41.000-50.000 TL,20.000-30.000 TL,Almadım,45500.0
235,Erkek,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Sap Abap Developer,31.000-40.000 TL,31.000-50.000 TL,%36-%50,35500.0
236,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Ea,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
237,Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti Stajyeri,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
238,Erkek,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Ux Designer,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
239,Kadın,Türkiye,Tam zamanlı,Hybrid,100-149,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Digital Marketing Executive,61.000-70.000 TL,Ek gelirim yok,Almadım,65500.0
240,Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Uzun Dönem Stajyer,21.000-30.000 TL,31.000-50.000 TL,Almadım,25500.0
241,Erkek,Türkiye,Tam zamanlı,Hybrid,50-99,9-12 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Geliştirme Ekip Lideri,71.000-80.000 TL,20.000-30.000 TL,Almadım,75500.0
242,Erkek,Yurt dışı,Tam zamanlı,Uzaktan,1-49,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Backend Developer,91.000-100.000 TL,31.000-50.000 TL,%36-%50,95500.0
243,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Geliştirici,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
244,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Satış Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
245,Erkek,Türkiye,Tam zamanlı,Hybrid,100-149,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Mobil Uygulama Geliştiricisi,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
246,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Data Scientist,81.000-90.000 TL,91.000-110.000 TL,%11-%20,85500.0
247,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Geliştirici,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
248,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Veri Bilimci,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
249,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Full Stack Developer,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
250,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Satış Ve İş Geliştirme Uzmanı,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
251,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Görsel Tasarım Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
252,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,İç Denetim Uzmanı,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
253,Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Business Analyst,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
254,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Product Manager,61.000-70.000 TL,Ek gelirim yok,Almadım,65500.0
255,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Uzman Yardımcısı,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
256,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti,31.000-40.000 TL,111.000-150.000 TL,%11-%20,35500.0
257,Kadın,Yurt dışı,Yarı zamanlı,Hybrid,50-99,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Media,10.000-20.000 TL,Ek gelirim yok,Henuz belli degil,15000.0
258,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılan Test Uzmanı,31.000-40.000 TL,Ek gelirim yok,%21-%35,35500.0
259,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Ios Developer,51.000-60.000 TL,20.000-30.000 TL,%21-%35,55500.0
260,Kadın,Türkiye,Tam zamanlı,Hybrid,150-199,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Dara Analyst,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
261,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,It Analist,61.000-70.000 TL,20.000-30.000 TL,Henuz belli degil,65500.0
262,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Fraud Analist,51.000-60.000 TL,Ek gelirim yok,%5-%10,55500.0
263,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Analist,71.000-80.000 TL,31.000-50.000 TL,%21-%35,75500.0
264,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Project Manager,71.000-80.000 TL,31.000-50.000 TL,%21-%35,75500.0
265,Kadın,Yurt dışı,Tam zamanlı,Uzaktan,1-49,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Test Mühendisi,51.000-60.000 TL,51.000-70.000 TL,Almadım,55500.0
266,Erkek,Türkiye,Tam zamanlı,Ofiste,50-99,7-9 Yıl,Bilgi Teknolojileri ve Yazılım,Data Scientist,61.000-70.000 TL,Ek gelirim yok,Henuz belli degil,65500.0
267,Kadın,Yurt dışı,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Product Developer,51.000-60.000 TL,71.000-90.000 TL,Almadım,55500.0
268,Erkek,Türkiye,Tam zamanlı,Uzaktan,1-49,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,React Native Developer,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
269,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Sap Danışmanlığı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
270,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Web Yazılım Uzmanı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
